id model_id x y ei location spatial_size kpeaks_dom_0 kpeaks_dom_1 weight_dom_0 weight_dom_1 delay_dom_0 delay_dom_1 kpeaks_non_dom_0 kpeaks_non_dom_1 weight_non_dom_0 weight_non_dom_1 delay_non_dom_0 delay_non_dom_1 tuning_angle sf_sep
0 sON_TF8 0.55435261374896605 4.2601645831925108 e LGN 4.7385367010343904 13.045449571264538 27.804581220168668 3.7731632501711529 -1.7744273728734792 0.0 25.436929139299966 nan nan nan nan nan nan nan nan
1 sON_TF8 7.414504314143624 9.6945030170826758 e LGN 5.9698229237839611 12.68664145259581 28.356461654426706 3.6609545530968917 -1.7414476390335196 0.0 24.956160990622671 nan nan nan nan nan nan nan nan
2 sON_TF8 1.2102943070021563 9.167433789523594 e LGN 2.9315383866947098 12.825904492905325 28.620150756834008 3.6248373183138192 -1.7275834870134341 0.0 24.544629983011752 nan nan nan nan nan nan nan nan
3 sON_TF8 14.196113974080292 4.53462544035302 e LGN 4.4568153835778608 12.694702743297457 27.943644738053273 3.6514170563991502 -1.7299783862754039 0.0 24.641327614649505 nan nan nan nan nan nan nan nan
4 sON_TF8 12.425316911096736 11.116353278749905 e LGN 3.2322089384227333 12.735670861506174 28.694996967998584 3.6401473544221714 -1.7837247042103614 0.0 24.803194142382964 nan nan nan nan nan nan nan nan
5 sON_TF8 15.748222230455795 3.6344298750860151 e LGN 8.0602605219546319 12.677212920670543 28.199663034822404 3.7432237060499012 -1.7376532474925186 0.0 25.146352255748095 nan nan nan nan nan nan nan nan
6 sON_TF8 1.6774289331968042 10.371119831617854 e LGN 4.3357942093802144 12.973779202939875 27.937548959684754 3.7905258918443887 -1.7230578393129736 0.0 24.931649771944414 nan nan nan nan nan nan nan nan
7 sON_TF8 15.329586834791701 7.4408841552290355 e LGN 9.1005584105180883 12.723733465545982 28.304686024988978 3.6505508891008289 -1.7459713239808359 0.0 25.000816474758317 nan nan nan nan nan nan nan nan
8 sON_TF8 14.821611970156376 3.2640910110623547 e LGN 6.4685387657320286 13.174506060464219 28.102638195836057 3.7109932607275304 -1.7529469312779293 0.0 24.817310749695739 nan nan nan nan nan nan nan nan
9 sON_TF8 10.654209252114537 0.71741436823024918 e LGN 3.5909620424590267 12.75987389528364 28.903521829176135 3.7876138297974613 -1.7738605734142427 0.0 25.328793518014862 nan nan nan nan nan nan nan nan
10 sON_TF8 1.17753654713675 6.9402848560207451 e LGN 7.0379825420454445 13.221503948144598 27.743378403329562 3.7383114440522749 -1.7677940917271329 0.0 24.67425542831915 nan nan nan nan nan nan nan nan
11 sON_TF8 4.4747808017389747 0.84195335041822839 e LGN 9.4290404210493239 12.722851072593288 28.571190675654844 3.7515701381802069 -1.7702525968606924 0.0 24.648990761819451 nan nan nan nan nan nan nan nan
12 sON_TF8 4.4865880125077311 5.2391944435901685 e LGN 5.4989891821840633 12.686779900665259 28.887130131288533 3.7044473206895057 -1.7158205575899865 0.0 25.350223375971986 nan nan nan nan nan nan nan nan
13 sON_TF8 13.025584290517534 6.0712339405114264 e LGN 3.6936939521477354 12.713026177107386 27.888991394278122 3.6951339697170966 -1.7148710793210602 0.0 25.212949602704573 nan nan nan nan nan nan nan nan
14 sON_TF8 6.2572800191548712 10.156327157478007 e LGN 4.9397831961149867 13.23301244020579 28.300045248836359 3.7294995368036035 -1.7653952276101317 0.0 24.412357252392606 nan nan nan nan nan nan nan nan
15 sON_TF8 1.2988558834178949 20.814292962353434 e LGN 4.0791215944846053 12.659351092114568 28.843305514341534 3.7782314473880936 -1.7571820170761656 0.0 25.230474348721692 nan nan nan nan nan nan nan nan
16 sON_TF8 7.4203434953801235 13.380720877233763 e LGN 4.4908751101885489 12.8796173730773 27.904201363106207 3.6943855673917039 -1.7108490693240956 0.0 25.508610410543529 nan nan nan nan nan nan nan nan
17 sON_TF8 10.761161909909442 19.647930105777561 e LGN 4.2346573709010622 13.202436839705145 28.54248918858989 3.7630753597745765 -1.7143277173835965 0.0 24.406730271761536 nan nan nan nan nan nan nan nan
18 sON_TF8 13.44826329378103 18.258797119177569 e LGN 3.0253296792387472 12.880354385735659 28.633593950533651 3.660207169730175 -1.7569217482135076 0.0 25.591504583969645 nan nan nan nan nan nan nan nan
